number,enumerator,start,today,agree_to_participate,hh_sex,Femaleheadhh,ageyear,who_is_respondent,headhousemarital,livelihoods_bene,shelterbeneficaries,HighestLevel,hh_sex.1,electricity_connectionR,mosquito_netsR,income_preR,income_postR,incomechange,WorkPaidLastMonthR,WorkUnPaidLastMonthR,farmlandtotal,post_yolanda_main_income_sourceR,TotalNumberIncomeSourcesEmploy,NumberSourcesAll,ChangeIncome,hh_debt,hh_bank_accountR,savings_yeswithoutR,AssetChange,have_a_houseR,currently_living_in,material_construction,why_move_to_location,LocationNoBuildR,land_ownershipr,proof_ownership,house_ownershipr,agreement_land,DamageIndex,damage_posts,damage_roof,damage_walls,damage_others,damage_toilets,shelterbeneficaries.1,totalhectares,hectares1R,agreement_house,occupy_land_yearCat,TotalHouseholdMembers,income_postR.1,AttenWalk,AttenSee,AttenHear,AttenRC,AttenSC,AttenCom,singleHHR,U18HHR,ChildU5R,FiveHHR,attentionR,Over60R,IncomeR,More7R,More10R,VulnerableIndex,water_table,sanitation_ownership,in_or_out,type_of_toilet,septic_tank,ServiceWaterCat,service_water,drinking_water,DrinkWaterCat,handwashing_access,GPS_latitude,GPS_longitude,municipalityname,Mun_Code,barangayname,Bar_Code,GPS_altitude,GPS_precision,toilet_access,sanitation_ownership.1,toilet_access.1
32,rias,2014-10-10T11:05:00.000+08,10/10/14,yes,male,no,39,head,married,#N/A,Core,Graduate,male,Yes,2,"<2,500","<2,500",Equals,Yes,No,#N/A,construction_labor,1,1,Change,yes,No,No,Less Assets,Yes,repaired_house,makeshift,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_oral,10,under_standard,under_standard,under_standard,under_standard,under_standard,Core,0,No,#N/A,2012 or before,4,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,low,own_toilet,out,flush_toilet,no,More than 20,handpumped,handpumped,More than 20,without,11.23433376,124.8405662,Alang Alang,PH083702000,Hubang,PH083702024,108.6999969,5,yes,own_toilet,yes
33,zartiga,2014-10-10T11:05:00.000+08,10/10/14,yes,male,no,41,spouse,married,#N/A,SRA,Graduate,male,No,1,"<2,500","<2,500",Equals,No,No,#N/A,agri_labor,1,1,No Change,yes,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,rented,#N/A,owned,yes_oral,10,under_standard,under_standard,under_standard,under_standard,under_standard,SRA,0,No,#N/A,2013,6,"<2,500",No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2,low,own_toilet,out,flush_toilet,no,0 to 5,well,handpumped,6 to 20,without,11.22151507,124.8461413,Alang Alang,PH083702000,Hubang,PH083702024,123.5999985,5,yes,own_toilet,yes
34,gayas,2014-10-10T11:07:00.000+08,10/10/14,yes,male,no,39,head,living_together,#N/A,Core,Elementary,male,No,1,"<2,500","<2,500",Equals,Yes,No,1,agri_labor,1,1,No Change,no,No,No,Less Assets,Yes,new_house,light,#N/A,No,Owned by family member,#N/A,owned,yes_oral,6,under_standard,under_standard,under_standard,none,no_toilet,Core,0,No,#N/A,2013,5,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,low,#N/A,#N/A,#N/A,#N/A,0 to 5,well,handpumped,6 to 20,without,11.23478475,124.8396226,Alang Alang,PH083702000,Hubang,PH083702024,125.0999985,5,without,#N/A,without
35,pono,2014-10-10T11:08:00.000+08,10/10/14,yes,male,no,33,spouse,living_together,#N/A,Core,High School,male,No,2,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,no,No,No,Equal Assets,Yes,new_house,light,#N/A,No,Tenant/Relative of Tenant,#N/A,Tenant,yes_oral,8,under_standard,under_standard,under_standard,under_standard,no_toilet,Core,0,No,#N/A,2014,5,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,low,shared_toilet,out,flush_toilet,yes,6 to 20,handpumped,handpumped,0 to 5,without,11.16610738,124.8544212,Alang Alang,PH083702000,Penalosa,PH083702033,108.4000015,5,yes,shared_toilet,yes
36,balagapo,2014-10-10T11:10:00.000+08,10/10/14,yes,male,no,37,head,married,#N/A,SRA,Elementary,male,No,1,"<2,500","<2,500",Equals,Yes,Yes,#N/A,agri_labor,2,2,Change,yes,No,Yes,Equal Assets,Yes,repaired_house,concrete_wood,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_oral,6,under_standard,under_standard,under_standard,none,no_toilet,SRA,0,No,#N/A,2012 or before,4,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,low,#N/A,#N/A,#N/A,#N/A,0 to 5,handpumped,handpumped,0 to 5,without,11.19784414,124.8101198,Alang Alang,PH083702000,Santiago,PH083702043,106.4000015,5,without,#N/A,without
37,brum,2014-10-10T11:15:00.000+08,10/10/14,yes,female,yes,60,child,single,#N/A,SRA,Graduate,female,Yes,3,"5,001 - 10,000"," >15,000",Greater,Yes,No,1,farming,2,2,No Change,yes,Yes,No,Less Assets,Yes,new_house,concrete_wood,#N/A,No,owned,yes,owned,#N/A,2,to_standard,to_standard,to_standard,lightly_damaged,lightly_damaged,SRA,1.03,Yes,#N/A,2012 or before,3," >15,000",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,high,own_toilet,in,flush_toilet,yes,0 to 5,handpumped,handpumped,0 to 5,yes,11.2270622,124.8393909,Alang Alang,PH083702000,Hubang,PH083702024,111.4000015,5,yes,own_toilet,yes
38,santiago,2014-10-10T11:18:00.000+08,10/10/14,yes,male,no,114,head,widowed,Yes,Core,Primary,male,No,1,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,no,No,No,Equal Assets,Yes,new_house,light,#N/A,No,rented,#N/A,owned,yes_oral,8,under_standard,under_standard,under_standard,under_standard,no_toilet,Core,0,No,#N/A,#N/A,5,"<2,500",No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,3,high,#N/A,#N/A,#N/A,#N/A,6 to 20,well,piped,More than 20,without,11.16871839,124.8527103,Alang Alang,PH083702000,Penalosa,PH083702033,107.5,5,without,#N/A,without
39,balberia,2014-10-10T11:20:00.000+08,10/10/14,yes,male,no,62,head,married,#N/A,SRA,Graduate,male,No,0,"2,500 - 5,000","2,500 - 5,000",Equals,No,No,1,others,2,2,No Change,yes,No,No,Equal Assets,Yes,new_house,concrete_wood,#N/A,No,owned,yes,owned,#N/A,8,to_standard,under_standard,under_standard,under_standard,under_standard,SRA,1.6,Yes,#N/A,#N/A,1,"2,500 - 5,000",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,low,own_toilet,in,flush_toilet,no,0 to 5,well,handpumped,6 to 20,yes,11.22909037,124.8454212,Alang Alang,PH083702000,Hubang,PH083702024,104.6999969,5,yes,own_toilet,yes
40,magabiling,2014-10-10T11:21:00.000+08,10/10/14,yes,male,no,33,head,living_together,Yes,SRA,Elementary,male,No,0,"<2,500","<2,500",Equals,Yes,No,#N/A,farming,1,1,No Change,no,No,No,Equal Assets,Yes,repaired_house,wood,#N/A,No,rented,#N/A,owned,yes_written,3,lightly_damaged,lightly_damaged,lightly_damaged,none,no_toilet,SRA,0,No,#N/A,2012 or before,1,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,high,#N/A,#N/A,#N/A,#N/A,More than 20,handpumped,handpumped,More than 20,without,11.22345242,124.8474829,Alang Alang,PH083702000,Hubang,PH083702024,121.5,5,without,#N/A,without
41,quimbo,2014-10-10T11:33:00.000+08,10/10/14,yes,male,no,42,head,married,Yes,Core,Elementary,male,No,1,"<2,500","<2,500",Equals,Yes,No,#N/A,construction_labor,1,1,Change,no,No,No,Less Assets,Yes,new_house,light,#N/A,No,public,#N/A,owned,yes_written,10,under_standard,under_standard,under_standard,under_standard,under_standard,Core,0,No,#N/A,2012 or before,7,"<2,500",No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2,low,shared_toilet,out,pit_toilet,#N/A,0 to 5,handpumped,handpumped,0 to 5,without,11.21548819,124.8453217,Alang Alang,PH083702000,Hubang,PH083702024,120,5,yes,shared_toilet,yes
42,ergina,2014-10-10T11:33:00.000+08,10/10/14,yes,female,yes,60,head,married,Yes,SRA,Elementary,female,Yes,1,"<2,500","2,500 - 5,000",Greater,Yes,No,2,farming,2,2,No Change,yes,No,No,Less Assets,Yes,new_house,wood,#N/A,No,rented,#N/A,owned,yes_written,6,under_standard,under_standard,to_standard,under_standard,no_toilet,SRA,0,No,#N/A,2012 or before,4,"2,500 - 5,000",No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,2,low,#N/A,#N/A,#N/A,#N/A,0 to 5,well,handpumped,More than 20,yes,11.2261875,124.8502167,Alang Alang,PH083702000,Hubang,PH083702024,117.6999969,5,without,#N/A,without
43,abude,2014-10-10T11:38:00.000+08,10/10/14,yes,male,no,36,spouse,married,Yes,SRA,Elementary,male,Yes,1,"<2,500","<2,500",Equals,Yes,No,#N/A,farming,1,1,No Change,yes,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,Owned by family member,#N/A,owned,yes_oral,8,under_standard,under_standard,under_standard,under_standard,no_toilet,SRA,0,No,#N/A,2012 or before,7,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,high,#N/A,#N/A,#N/A,#N/A,More than 20,handpumped,handpumped,More than 20,without,11.1540528,124.8583988,Alang Alang,PH083702000,Astorga,PH083702002,110.4000015,5,without,#N/A,without
44,mabingnay,2014-10-10T11:40:00.000+08,10/10/14,yes,male,no,28,head,living_together,#N/A,SRA,Primary,male,Yes,2,"2,500 - 5,000","<2,500",Less than,Yes,No,#N/A,agri_labor,1,1,No Change,yes,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_oral,8,under_standard,under_standard,under_standard,under_standard,no_toilet,SRA,0,No,#N/A,2012 or before,6,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,high,shared_toilet,out,pit_toilet,#N/A,0 to 5,handpumped,handpumped,0 to 5,yes,11.21564334,124.8437653,Alang Alang,PH083702000,Hubang,PH083702024,120.5,5,yes,shared_toilet,yes
45,prudencio,2014-10-10T11:42:00.000+08,10/10/14,yes,male,no,42,head,married,#N/A,Neither,High School,male,Yes,1,"<2,500","<2,500",Equals,No,No,0.5,farming,2,2,No Change,yes,No,No,More Assets,Yes,repaired_house,concrete,#N/A,No,owned,yes,owned,#N/A,0,to_standard,to_standard,to_standard,to_standard,to_standard,Neither,0.045,No,#N/A,2012 or before,4,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,high,own_toilet,in,flush_toilet,yes,6 to 20,handpumped,handpumped,6 to 20,yes,11.15477107,124.8605134,Alang Alang,PH083702000,Astorga,PH083702002,109.5,5,yes,own_toilet,yes
46,magabiling,2014-10-10T11:42:00.000+08,10/10/14,yes,male,no,114,head,living_together,Yes,SRA,Primary,male,No,1,"<2,500","<2,500",Equals,No,No,#N/A,farming,1,1,No Change,no,No,No,Equal Assets,Yes,repaired_house,wood,#N/A,No,rented,#N/A,owned,yes_written,4,lightly_damaged,lightly_damaged,lightly_damaged,lightly_damaged,no_toilet,SRA,0,No,#N/A,#N/A,3,"<2,500",No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,2,dontknow,#N/A,#N/A,#N/A,#N/A,6 to 20,well,handpumped,More than 20,without,11.15943068,124.8463405,Alang Alang,PH083702000,Penalosa,PH083702033,120.0999985,5,without,#N/A,without
47,abude,2014-10-10T12:04:00.000+08,10/10/14,yes,male,no,39,head,married,#N/A,SRA,Elementary,male,Yes,1,"<2,500","<2,500",Equals,Yes,No,#N/A,farming,1,1,No Change,no,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,owned,no,owned,#N/A,10,under_standard,under_standard,under_standard,under_standard,under_standard,SRA,0.0012,No,#N/A,#N/A,2,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,high,shared_toilet,out,flush_toilet,no,6 to 20,handpumped,handpumped,6 to 20,without,11.17077532,124.8531614,Alang Alang,PH083702000,Penalosa,PH083702033,108,5,yes,shared_toilet,yes
48,santiago,2014-10-10T12:09:00.000+08,10/10/14,yes,male,no,65,head,married,#N/A,Core,Elementary,male,No,1,"<2,500","<2,500",Equals,Yes,No,0.125,govt_employ,2,2,No Change,no,No,No,Equal Assets,Yes,new_house,light,#N/A,No,owned,yes,owned,#N/A,8,under_standard,under_standard,under_standard,under_standard,no_toilet,Core,0.155,No,#N/A,#N/A,2,"<2,500",No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,3,high,#N/A,#N/A,#N/A,#N/A,0 to 5,well,handpumped,More than 20,yes,11.16334335,124.8509974,Alang Alang,PH083702000,Penalosa,PH083702033,100.1999969,5,without,#N/A,without
49,abude,2014-10-10T12:22:00.000+08,10/10/14,yes,male,no,36,spouse,married,#N/A,SRA,High School,male,Yes,2,"<2,500","<2,500",Equals,Yes,No,#N/A,farming,1,1,No Change,no,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,owned,no,owned,#N/A,10,under_standard,under_standard,under_standard,under_standard,under_standard,SRA,0.002,No,#N/A,#N/A,7,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,high,shared_toilet,out,flush_toilet,no,6 to 20,handpumped,handpumped,6 to 20,without,11.22341129,124.8473603,Alang Alang,PH083702000,Hubang,PH083702024,108.0999985,5,yes,shared_toilet,yes
50,benaso,2014-10-10T12:48:00.000+08,10/10/14,yes,male,no,71,spouse,married,#N/A,SRA,Elementary,male,Yes,3,"<2,500","<2,500",Equals,No,Yes,1,farming,1,1,No Change,yes,No,No,More Assets,Yes,new_house,wood,#N/A,No,Tenant/Relative of Tenant,#N/A,Tenant,yes_oral,8,under_standard,to_standard,under_standard,under_standard,under_standard,SRA,0,No,#N/A,2014,4,"<2,500",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,high,own_toilet,out,flush_toilet,no,More than 20,spring,spring,More than 20,yes,11.1538919,124.8587345,Alang Alang,PH083702000,Astorga,PH083702002,98.69999695,5,yes,own_toilet,yes
51,marcha,2014-10-10T13:02:00.000+08,10/10/14,yes,male,no,31,head,living_together,#N/A,SRA,Primary,male,Yes,2,"<2,500","<2,500",Equals,No,Yes,#N/A,agri_labor,1,1,Change,no,No,No,Less Assets,Yes,new_house,wood,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_written,2,to_standard,to_standard,to_standard,under_standard,no_toilet,SRA,0,No,#N/A,#N/A,5,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,low,#N/A,#N/A,#N/A,#N/A,6 to 20,well,handpumped,More than 20,without,11.16506349,124.8801625,Alang Alang,PH083702000,Aslum,PH083702001,109.3000031,5,without,#N/A,without
52,alburo,2014-10-10T13:12:00.000+08,10/10/14,yes,male,no,57,head,widowed,#N/A,Core,High School,male,Yes,1,"2,500 - 5,000","<2,500",Less than,No,No,0.5,driver,1,1,Change,yes,No,No,Equal Assets,No,#N/A,#N/A,house_destroyed,No,Owned by family member,#N/A,share,yes_oral,18,#N/A,#N/A,#N/A,#N/A,#N/A,Core,0,No,yes_oral,#N/A,3,"<2,500",No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,4,low,shared_toilet,in,flush_toilet,yes,0 to 5,handpumped,handpumped,0 to 5,yes,11.22783068,124.834447,Alang Alang,PH083702000,Hubang,PH083702024,110.9000015,9,yes,shared_toilet,yes
53,zartiga,2014-10-10T13:13:00.000+08,10/10/14,yes,male,no,57,spouse,married,#N/A,SRA,Elementary,male,Yes,2,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,no,No,No,Equal Assets,Yes,new_house,wood,#N/A,No,rented,#N/A,owned,yes_oral,10,under_standard,under_standard,under_standard,under_standard,under_standard,SRA,0,No,#N/A,#N/A,3,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,low,own_toilet,out,flush_toilet,yes,0 to 5,well,handpumped,More than 20,yes,11.15525055,124.8615539,Alang Alang,PH083702000,Astorga,PH083702002,112,5,yes,own_toilet,yes
54,armada,2014-10-10T13:15:00.000+08,10/10/14,yes,male,no,26,head,living_together,Yes,SRA,High School,male,No,1,"2,500 - 5,000","<2,500",Less than,Yes,No,#N/A,farming,1,1,No Change,yes,No,No,Less Assets,Yes,new_house,wood,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_oral,6,under_standard,under_standard,under_standard,significantly_damaged,significantly_damaged,SRA,0,No,#N/A,2012 or before,5,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,high,own_toilet,out,pit_toilet,#N/A,6 to 20,well,handpumped,0 to 5,without,11.23341818,124.8417261,Alang Alang,PH083702000,Hubang,PH083702024,112,5,yes,own_toilet,yes
55,mabingnay,2014-10-10T13:15:00.000+08,10/10/14,yes,male,no,57,head,married,#N/A,SRA,High School,male,Yes,3,"2,500 - 5,000","2,500 - 5,000",Equals,Yes,Yes,2,remittance,1,2,Change,yes,No,No,Less Assets,Yes,new_house,wood,#N/A,No,Owned by family member,#N/A,owned,yes_written,10,under_standard,under_standard,under_standard,under_standard,under_standard,SRA,0,No,#N/A,2012 or before,5,"2,500 - 5,000",No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2,low,own_toilet,out,flush_toilet,no,0 to 5,handpumped,handpumped,0 to 5,yes,11.15775928,124.8447355,Alang Alang,PH083702000,Penalosa,PH083702033,121.4000015,5,yes,own_toilet,yes
56,magabiling,2014-10-10T13:16:00.000+08,10/10/14,yes,male,no,41,head,single,Yes,SRA,Primary,male,No,1,"2,500 - 5,000","<2,500",Less than,Yes,No,#N/A,farming,1,1,No Change,yes,No,No,Less Assets,Yes,repaired_house,wood,#N/A,No,rented,#N/A,owned,yes_written,4,lightly_damaged,lightly_damaged,lightly_damaged,lightly_damaged,no_toilet,SRA,0,No,#N/A,2012 or before,1,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,dontknow,#N/A,#N/A,#N/A,#N/A,More than 20,spring,handpumped,0 to 5,without,11.15884033,124.8467114,Alang Alang,PH083702000,Penalosa,PH083702033,116.1999969,5,without,#N/A,without
57,quimbo,2014-10-10T13:17:00.000+08,10/10/14,yes,female,yes,71,head,widowed,#N/A,SRA,Elementary,female,Yes,2,"2,500 - 5,000","2,500 - 5,000",Equals,Yes,No,4,farming,2,2,No Change,no,No,No,Less Assets,Yes,new_house,wood,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,yes_oral,10,under_standard,under_standard,under_standard,under_standard,under_standard,SRA,0,No,#N/A,2012 or before,3,"2,500 - 5,000",No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,4,high,own_toilet,out,flush_toilet,yes,0 to 5,handpumped,handpumped,0 to 5,yes,11.16902279,124.8837124,Alang Alang,PH083702000,Aslum,PH083702001,118.5999985,5,yes,own_toilet,yes
58,besario,2014-10-10T13:17:00.000+08,10/10/14,yes,male,no,73,head,living_together,#N/A,SRA,Primary,male,Yes,2,"2,500 - 5,000","2,500 - 5,000",Equals,Yes,Yes,#N/A,remittance,1,2,No Change,yes,No,No,Equal Assets,Yes,repaired_house,concrete_wood,#N/A,No,Neighbor_Friend_OtherNonRelative,#N/A,owned,yes_oral,4,to_standard,to_standard,to_standard,under_standard,under_standard,SRA,0,No,#N/A,2012 or before,3,"2,500 - 5,000",No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,3,low,own_toilet,in,flush_toilet,yes,6 to 20,handpumped,handpumped,6 to 20,without,11.22704452,124.8353969,Alang Alang,PH083702000,Hubang,PH083702024,104.0999985,5,yes,own_toilet,yes
59,gayas,2014-10-10T13:18:00.000+08,10/10/14,yes,male,no,68,head,married,Yes,Core,Elementary,male,No,2,"2,500 - 5,000","<2,500",Less than,No,No,#N/A,None,0,0,Change,yes,No,No,Equal Assets,Yes,repaired_house,light,#N/A,No,owned,yes,owned,#N/A,8,under_standard,under_standard,under_standard,under_standard,no_toilet,Core,0.0005,No,#N/A,2012 or before,2,"<2,500",No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,2,low,shared_toilet,out,flush_toilet,no,0 to 5,well,handpumped,6 to 20,without,11.1632718,124.8680305,Alang Alang,PH083702000,Astorga,PH083702002,120.4000015,5,yes,shared_toilet,yes
60,balagapo,2014-10-10T13:20:00.000+08,10/10/14,yes,male,no,75,head,married,#N/A,Neither,Primary,male,No,3,"5,001 - 10,000","<2,500",Less than,Yes,Yes,0.85,remittance,0,1,Change,yes,No,No,More Assets,Yes,new_house,concrete_wood,#N/A,No,Tenant/Relative of Tenant,#N/A,Tenant,yes_oral,0,to_standard,to_standard,to_standard,to_standard,to_standard,Neither,0,No,#N/A,#N/A,2,"<2,500",Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,3,low,own_toilet,out,flush_toilet,no,0 to 5,handpumped,handpumped,0 to 5,yes,11.19792426,124.8106984,Alang Alang,PH083702000,Santiago,PH083702043,108.0999985,5,yes,own_toilet,yes
61,soledad,2014-10-10T13:21:00.000+08,10/10/14,yes,male,no,37,head,living_together,#N/A,SRA,Elementary,male,Yes,1,"<2,500","<2,500",Equals,No,No,1.8,agri_labor,1,2,No Change,yes,No,No,More Assets,Yes,new_house,wood,livelihood,No,rented,#N/A,owned,yes_oral,8,under_standard,under_standard,under_standard,under_standard,significantly_damaged,SRA,0,No,#N/A,2012 or before,3,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,high,own_toilet,out,flush_toilet,yes,0 to 5,well,handpumped,More than 20,yes,11.16140889,124.8657329,Alang Alang,PH083702000,Astorga,PH083702002,105.6999969,5,yes,own_toilet,yes
62,orion,2014-10-10T13:22:00.000+08,10/10/14,yes,female,yes,68,head,widowed,#N/A,SRA,High School,female,Yes,2,"<2,500","<2,500",Equals,Yes,No,2,agri_labor,1,1,No Change,yes,No,No,Less Assets,Yes,repaired_house,concrete_wood,#N/A,No,rented,#N/A,owned,yes_oral,5,to_standard,under_standard,lightly_damaged,under_standard,no_toilet,SRA,0,No,#N/A,2012 or before,5,"<2,500",No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,5,low,#N/A,#N/A,#N/A,#N/A,6 to 20,handpumped,handpumped,6 to 20,without,11.15434757,124.8585915,Alang Alang,PH083702000,Astorga,PH083702002,104.5999985,5,without,#N/A,without
63,guillermo,2014-10-10T13:22:00.000+08,10/10/14,yes,male,no,47,head,widowed,#N/A,SRA,High School,male,No,0,"2,500 - 5,000","<2,500",Less than,Yes,No,2.2,farming,1,1,Change,yes,Yes,No,Less Assets,Yes,repaired_house,wood,#N/A,No,owned,yes,owned,#N/A,8,under_standard,under_standard,under_standard,under_standard,significantly_damaged,SRA,2.21,Yes,#N/A,2012 or before,1,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,low,#N/A,#N/A,#N/A,#N/A,More than 20,handpumped,handpumped,More than 20,yes,11.23404331,124.8417283,Alang Alang,PH083702000,Hubang,PH083702024,112.0999985,5,without,#N/A,without
64,rias,2014-10-10T13:23:00.000+08,10/10/14,yes,male,no,27,spouse,living_together,#N/A,SRA,Graduate,male,No,1,"2,500 - 5,000","5,001 - 10,000",Greater,Yes,No,#N/A,private_employ,2,2,No Change,no,No,No,More Assets,Yes,new_house,concrete_wood,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,no,8,under_standard,under_standard,under_standard,under_standard,no_toilet,SRA,0,No,#N/A,2013,4,"5,001 - 10,000",No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,2,high,shared_toilet,out,flush_toilet,yes,0 to 5,handpumped,handpumped,0 to 5,without,11.16266329,124.8688104,Alang Alang,PH083702000,Astorga,PH083702002,107.5999985,5,yes,shared_toilet,yes
65,brum,2014-10-10T13:26:00.000+08,10/10/14,yes,male,no,42,head,married,Yes,SRA,High School,male,Yes,2,"<2,500","<2,500",Equals,No,No,#N/A,agri_labor,2,2,Change,yes,No,No,More Assets,Yes,new_house,wood,#N/A,No,rented,#N/A,owned,no,6,under_standard,to_standard,under_standard,under_standard,significantly_damaged,SRA,0,No,#N/A,2012 or before,7,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,high,#N/A,#N/A,#N/A,#N/A,0 to 5,handpumped,handpumped,0 to 5,yes,11.22807028,124.8473914,Alang Alang,PH083702000,Hubang,PH083702024,109.0999985,5,without,#N/A,without
66,cuevas,2014-10-10T13:32:00.000+08,10/10/14,yes,male,no,57,head,married,#N/A,Neither,Graduate,male,Yes,3,"2,500 - 5,000","2,500 - 5,000",Equals,Yes,No,#N/A,construction_labor,1,1,No Change,yes,No,No,Less Assets,Yes,new_house,concrete_wood,#N/A,No,rented,#N/A,owned,yes_oral,0,to_standard,to_standard,to_standard,to_standard,to_standard,Neither,0,No,#N/A,2012 or before,7,"2,500 - 5,000",No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2,high,own_toilet,in,flush_toilet,yes,0 to 5,handpumped,handpumped,0 to 5,yes,11.17215719,124.8574405,Alang Alang,PH083702000,Penalosa,PH083702033,99,5,yes,own_toilet,yes
67,olbiron,2014-10-10T13:34:00.000+08,10/10/14,yes,female,yes,33,head,married,#N/A,Core,Elementary,female,No,2,"2,500 - 5,000","<2,500",Less than,Yes,No,1,agri_labor,1,1,No Change,yes,No,No,Less Assets,Yes,destroyed_no_house,makeshift,#N/A,No,Tenant/Relative of Tenant,#N/A,owned,no,18,#N/A,#N/A,#N/A,#N/A,#N/A,Core,0,No,#N/A,2012 or before,6,"<2,500",No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2,high,#N/A,#N/A,#N/A,#N/A,0 to 5,spring,spring,0 to 5,without,11.21962451,124.8486827,Alang Alang,PH083702000,Hubang,PH083702024,102.5999985,5,without,#N/A,without
68,magabiling,2014-10-10T13:35:00.000+08,10/10/14,yes,male,no,25,head,living_together,Yes,SRA,High School,male,No,1,"<2,500","<2,500",Equals,Yes,No,#N/A,farming,1,1,No Change,yes,No,No,Less Assets,Yes,repaired_house,wood,#N/A,No,rented,#N/A,owned,yes_written,2,lightly_damaged,significantly_damaged,lightly_damaged,significantly_damaged,no_toilet,SRA,0,No,#N/A,#N/A,5,"<2,500",No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,dontknow,#N/A,#N/A,#N/A,#N/A,6 to 20,handpumped,handpumped,6 to 20,without,11.15465309,124.8599297,Alang Alang,PH083702000,Astorga,PH083702002,124.4000015,5,without,#N/A,without
69,balberia,2014-10-10T13:36:00.000+08,10/10/14,yes,male,no,58,head,married,#N/A,SRA,Graduate,male,Yes,2,"<2,500","<2,500",Equals,Yes,No,#N/A,agri_labor,1,1,No Change,no,No,No,Equal Assets,Yes,repaired_house,wood,#N/A,No,others,#N/A,owned,yes_oral,10,under_standard,under_standard,under_standard,under_standard,under_standard,SRA,0,No,#N/A,2012 or before,4,"<2,500",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,high,own_toilet,out,flush_toilet,no,6 to 20,handpumped,handpumped,6 to 20,yes,11.15394758,124.8574166,Alang Alang,PH083702000,Astorga,PH083702002,109.1999969,5,yes,own_toilet,yes
